Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5,vecEff6
10,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
20,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
30,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
40,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
50,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
60,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
70,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
80,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
90,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
100,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
110,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
120,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
130,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
140,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
150,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
160,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
170,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
180,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
190,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
200,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
210,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
220,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
230,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
240,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
250,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
260,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
270,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
280,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
290,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
300,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
310,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
320,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
330,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
340,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
350,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
360,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
370,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
380,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
390,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
400,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
410,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
420,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
430,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
440,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
450,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
460,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
470,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
480,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
490,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
500,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
510,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
520,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
530,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
540,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
550,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
560,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
570,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
580,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
590,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
600,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
610,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
620,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
630,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
640,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
650,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
660,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
670,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
680,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
690,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
700,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
710,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
720,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
730,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
740,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
750,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
760,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
770,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
780,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
790,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
800,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
810,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
820,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
830,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
840,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
850,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
860,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
870,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
880,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
890,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
900,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
910,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
920,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
930,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
940,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
950,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
960,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
970,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
980,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
990,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1000,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1010,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1020,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1030,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1040,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1050,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1060,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1070,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1080,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1090,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1100,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1110,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1120,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1130,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1140,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1150,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1160,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1170,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1180,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1190,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1200,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1210,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1220,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1230,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1240,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1250,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1260,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1270,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1280,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1290,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1300,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1310,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1320,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1330,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1340,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1350,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1360,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1370,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1380,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1390,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1400,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1410,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1420,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1430,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1440,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1450,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1460,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1470,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1480,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1490,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1500,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1510,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1520,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1530,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1540,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1550,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1560,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1570,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1580,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1590,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1600,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1610,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1620,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1630,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1640,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1650,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1660,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1670,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1680,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1690,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1700,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1710,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1720,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1730,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1740,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1750,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1760,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1770,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1780,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1790,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1800,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1810,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1820,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1830,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1840,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1850,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1860,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1870,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1880,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1890,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1900,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1910,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1920,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1930,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1940,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1950,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1960,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1970,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1980,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
1990,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2000,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2010,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2020,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2030,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2040,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2050,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2060,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2070,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2080,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2090,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2100,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2110,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2120,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2130,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2140,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2150,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2160,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2170,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2180,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2190,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2200,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2210,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2220,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2230,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2240,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2250,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2260,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2270,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2280,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2290,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2300,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2310,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2320,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2330,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2340,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2350,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2360,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2370,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2380,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2390,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2400,-1694.199,1.218117e-08,0.3775258,0.3097889,0.4876052,0.6422334,0.5671581,0.6366811
2410,-1681.75,1.16921e-08,0.3895905,0.1059579,0.4856288,0.544374,0.5483216,0.6638374
2420,-1681.75,1.16921e-08,0.3895905,0.1059579,0.4856288,0.544374,0.5483216,0.6638374
2430,-1681.75,1.16921e-08,0.3895905,0.1059579,0.4856288,0.544374,0.5483216,0.6638374
2440,-1681.75,1.16921e-08,0.3895905,0.1059579,0.4856288,0.544374,0.5483216,0.6638374
2450,-1681.75,1.16921e-08,0.3895905,0.1059579,0.4856288,0.544374,0.5483216,0.6638374
2460,-1681.75,1.16921e-08,0.3895905,0.1059579,0.4856288,0.544374,0.5483216,0.6638374
2470,-1681.75,1.16921e-08,0.3895905,0.1059579,0.4856288,0.544374,0.5483216,0.6638374
2480,-1681.75,1.16921e-08,0.3895905,0.1059579,0.4856288,0.544374,0.5483216,0.6638374
2490,-1681.75,1.16921e-08,0.3895905,0.1059579,0.4856288,0.544374,0.5483216,0.6638374
